project_id,name,state,district,project_type,land_area_hectares,affected_families,compensation_percentage,approval_delay_days,legal_disputes_count,documentation_complete,notification_complete,possession_percentage,rehabilitation_percentage,stakeholder_responsiveness,historical_district_delay_score,current_stage,actual_delay_days,delayed_flag
LA-GU-2026-0284,Ahmedabad Block-IV Mineral Extraction & Processing Node,Gujarat,Ahmedabad,Mining & Coal Exploration,127.8,77,8.4,16,0,False,False,0.0,0.0,High,3.6,Preliminary Investigation,41,0
LA-GU-2026-0285,Rajkot Bypass 6-Lane Expressway Expansion,Gujarat,Rajkot,Highways & Expressways,913.3,1526,1.1,18,0,False,True,0.0,0.0,Medium,3.7,Notification (Sec 11),60,1
LA-AN-2026-0286,Kurnool Dedicated Freight Rail Freight Corridor & Terminal,Andhra Pradesh,Kurnool,Railways & Dedicated Freight,283.3,564,95.5,21,0,True,True,71.8,81.7,Medium,4.7,Final Acquisition Complete,0,0
LA-JH-2026-0287,Hazaribagh Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,Hazaribagh,Renewable Energy & Solar Parks,656.2,1570,73.6,28,5,False,True,46.1,32.2,Medium,5.4,Rehabilitation & Resettlement (R&R),114,1
LA-AN-2026-0288,Vijayawada Bypass 6-Lane Expressway Expansion,Andhra Pradesh,Vijayawada,Highways & Expressways,567.0,906,72.0,30,0,True,True,63.9,86.3,Medium,4.5,Final Acquisition Complete,16,0
LA-OD-2026-0289,Bhubaneswar Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Bhubaneswar,Irrigation & Water Reservoirs,410.8,747,74.6,5,0,True,True,82.7,90.4,Low,4.5,Possession (Sec 38),6,0
LA-OD-2026-0290,Jharsuguda Block-IV Mineral Extraction & Processing Node,Odisha,Jharsuguda,Mining & Coal Exploration,568.8,692,86.6,27,0,True,True,67.0,80.3,Medium,6.4,Possession (Sec 38),7,0
LA-OD-2026-0291,Sundargarh Bypass 6-Lane Expressway Expansion,Odisha,Sundargarh,Highways & Expressways,767.2,1630,93.1,17,0,True,True,68.5,51.8,High,7.3,Final Acquisition Complete,3,0
LA-UT-2026-0292,Gorakhpur Ring-Rail & Transit Oriented Development,Uttar Pradesh,Gorakhpur,Urban Metros & Smart Cities,182.3,273,22.7,70,1,False,True,0.2,4.8,Medium,6.4,Compensation Assessment,126,1
LA-UT-2026-0293,Kanpur Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Kanpur,Industrial Corridors & SEZ,1128.5,655,77.0,6,1,True,True,70.6,61.7,High,6.4,Possession (Sec 38),0,0
LA-TA-2026-0294,Salem Multimodal Logistics Hub & Industrial Township,Tamil Nadu,Salem,Industrial Corridors & SEZ,146.3,356,42.8,58,3,True,True,39.7,43.9,Medium,3.5,Compensation Disbursement,109,1
LA-MA-2026-0295,Aurangabad Multi-Village Barrage & Micro-Irrigation Canal,Maharashtra,Aurangabad,Irrigation & Water Reservoirs,985.3,1172,82.7,39,1,False,True,10.3,59.1,Low,5.2,Compensation Disbursement,89,1
LA-AN-2026-0296,Vijayawada Ring-Rail & Transit Oriented Development,Andhra Pradesh,Vijayawada,Urban Metros & Smart Cities,801.8,1065,1.7,30,2,False,True,0.0,0.0,Medium,4.5,Notification (Sec 11),104,1
LA-GU-2026-0297,Ahmedabad Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Ahmedabad,Railways & Dedicated Freight,71.0,116,77.7,18,1,True,True,67.2,97.9,Low,3.7,Final Acquisition Complete,20,0
LA-AN-2026-0298,Visakhapatnam Multi-Village Barrage & Micro-Irrigation Canal,Andhra Pradesh,Visakhapatnam,Irrigation & Water Reservoirs,282.8,373,8.7,10,1,True,True,0.0,0.0,Medium,4.1,Land Survey & Demarcation,33,0
LA-MA-2026-0299,Nagpur Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Nagpur,Renewable Energy & Solar Parks,829.1,1785,75.3,16,1,True,True,96.1,80.0,Low,3.7,Final Acquisition Complete,31,0
LA-UT-2026-0300,Kanpur Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Kanpur,Industrial Corridors & SEZ,638.4,792,59.4,85,2,False,True,19.2,55.1,High,6.3,Rehabilitation & Resettlement (R&R),138,1
LA-UT-2026-0301,Gorakhpur Block-IV Mineral Extraction & Processing Node,Uttar Pradesh,Gorakhpur,Mining & Coal Exploration,505.2,443,93.7,12,0,True,True,83.1,55.9,Medium,6.7,Final Acquisition Complete,0,0
LA-TA-2026-0302,Salem Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Salem,Mining & Coal Exploration,1029.6,1386,19.6,66,4,True,True,10.2,15.1,Medium,4.2,Compensation Assessment,129,1
LA-MA-2026-0303,Jabalpur Multi-Village Barrage & Micro-Irrigation Canal,Madhya Pradesh,Jabalpur,Irrigation & Water Reservoirs,1029.6,1872,6.7,6,0,False,True,0.0,0.0,Medium,6.1,Land Survey & Demarcation,61,1
LA-TA-2026-0304,Chennai Bypass 6-Lane Expressway Expansion,Tamil Nadu,Chennai,Highways & Expressways,579.2,984,3.9,38,0,False,True,0.0,0.0,Low,4.1,Land Survey & Demarcation,96,1
LA-GU-2026-0305,Vadodara Ring-Rail & Transit Oriented Development,Gujarat,Vadodara,Urban Metros & Smart Cities,777.3,1071,9.9,12,1,False,True,0.0,0.0,Low,4.3,Land Survey & Demarcation,85,1
LA-OD-2026-0306,Balasore Bypass 6-Lane Expressway Expansion,Odisha,Balasore,Highways & Expressways,127.0,133,10.0,33,0,False,True,0.0,0.0,Low,5.3,Land Survey & Demarcation,94,1
LA-MA-2026-0307,Pune Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Pune,Renewable Energy & Solar Parks,433.3,923,87.6,32,2,True,True,28.2,35.2,High,4.6,Compensation Disbursement,31,0
LA-MA-2026-0308,Aurangabad Block-IV Mineral Extraction & Processing Node,Maharashtra,Aurangabad,Mining & Coal Exploration,980.4,1617,99.0,30,0,True,True,82.5,88.5,High,5.8,Final Acquisition Complete,5,0
LA-JH-2026-0309,Bokaro Dedicated Freight Rail Freight Corridor & Terminal,Jharkhand,Bokaro,Railways & Dedicated Freight,965.2,1278,28.7,56,0,True,True,10.5,5.3,Medium,6.2,Objection / Legal Hearing (Sec 15),75,0
LA-UT-2026-0310,Agra Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Agra,Railways & Dedicated Freight,611.3,549,40.5,50,4,True,True,3.1,4.1,Medium,5.8,Objection / Legal Hearing (Sec 15),113,1
LA-MA-2026-0311,Pune Ring-Rail & Transit Oriented Development,Maharashtra,Pune,Urban Metros & Smart Cities,1150.6,2526,79.5,27,1,True,True,95.9,94.0,Medium,4.6,Final Acquisition Complete,22,0
LA-AN-2026-0312,Kurnool Ring-Rail & Transit Oriented Development,Andhra Pradesh,Kurnool,Urban Metros & Smart Cities,587.0,928,50.6,68,5,True,True,37.5,23.7,Medium,4.8,Rehabilitation & Resettlement (R&R),126,1
LA-JH-2026-0313,Dhanbad Ring-Rail & Transit Oriented Development,Jharkhand,Dhanbad,Urban Metros & Smart Cities,244.9,251,43.5,58,1,True,True,5.1,3.7,Medium,6.7,Compensation Assessment,92,1
LA-GU-2026-0314,Vadodara Multimodal Logistics Hub & Industrial Township,Gujarat,Vadodara,Industrial Corridors & SEZ,981.7,1906,29.4,65,1,False,True,12.8,3.9,Low,4.4,Objection / Legal Hearing (Sec 15),128,1
LA-MA-2026-0315,Indore Multimodal Logistics Hub & Industrial Township,Madhya Pradesh,Indore,Industrial Corridors & SEZ,947.8,1042,61.9,42,1,True,True,25.9,49.5,High,4.3,Compensation Disbursement,27,0
LA-MA-2026-0316,Nashik Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Nashik,Renewable Energy & Solar Parks,429.4,568,33.8,27,4,False,True,9.1,11.5,Medium,5.0,Compensation Assessment,110,1
LA-MA-2026-0317,Gwalior Multimodal Logistics Hub & Industrial Township,Madhya Pradesh,Gwalior,Industrial Corridors & SEZ,1045.2,1861,6.3,4,2,False,True,0.0,0.0,Low,5.2,Land Survey & Demarcation,99,1
LA-OD-2026-0318,Sundargarh Multimodal Logistics Hub & Industrial Township,Odisha,Sundargarh,Industrial Corridors & SEZ,343.7,477,48.6,33,1,False,True,33.5,63.3,Low,6.9,Rehabilitation & Resettlement (R&R),108,1
LA-OD-2026-0319,Sundargarh Dedicated Freight Rail Freight Corridor & Terminal,Odisha,Sundargarh,Railways & Dedicated Freight,146.0,91,60.6,43,0,True,True,11.1,34.9,High,6.7,Rehabilitation & Resettlement (R&R),34,0
LA-GU-2026-0320,Vadodara Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Vadodara,Railways & Dedicated Freight,643.9,541,5.4,29,2,False,True,0.0,0.0,High,3.8,Land Survey & Demarcation,91,1
LA-MA-2026-0321,Indore Ultra-Mega 500MW Solar Photovoltaic Park,Madhya Pradesh,Indore,Renewable Energy & Solar Parks,766.5,1358,85.7,15,0,True,True,85.6,65.5,High,4.0,Possession (Sec 38),2,0
LA-MA-2026-0322,Nashik Bypass 6-Lane Expressway Expansion,Maharashtra,Nashik,Highways & Expressways,639.9,1290,4.3,44,0,False,False,0.0,0.0,High,4.8,Preliminary Investigation,75,1
LA-MA-2026-0323,Jabalpur Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Jabalpur,Railways & Dedicated Freight,669.1,586,6.6,45,0,True,False,0.0,0.0,High,5.6,Preliminary Investigation,47,0
LA-OD-2026-0324,Sundargarh Ring-Rail & Transit Oriented Development,Odisha,Sundargarh,Urban Metros & Smart Cities,359.5,713,24.5,63,0,True,True,12.8,3.6,High,7.1,Compensation Assessment,72,0
LA-MA-2026-0325,Indore Bypass 6-Lane Expressway Expansion,Madhya Pradesh,Indore,Highways & Expressways,1167.5,1242,6.6,5,0,True,True,0.0,0.0,Medium,4.8,Land Survey & Demarcation,24,0
LA-OD-2026-0326,Sundargarh Block-IV Mineral Extraction & Processing Node,Odisha,Sundargarh,Mining & Coal Exploration,843.9,475,92.5,2,0,True,True,65.8,63.3,High,7.1,Possession (Sec 38),0,0
LA-OD-2026-0327,Sundargarh Ring-Rail & Transit Oriented Development,Odisha,Sundargarh,Urban Metros & Smart Cities,477.1,1168,44.8,31,4,True,True,3.0,14.7,High,6.7,Objection / Legal Hearing (Sec 15),104,1
LA-AN-2026-0328,Guntur Ultra-Mega 500MW Solar Photovoltaic Park,Andhra Pradesh,Guntur,Renewable Energy & Solar Parks,168.5,246,80.8,7,0,True,True,62.1,83.3,High,5.1,Final Acquisition Complete,0,0
LA-UT-2026-0329,Gorakhpur Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Gorakhpur,Highways & Expressways,833.9,675,77.5,29,0,True,True,80.0,84.3,Low,6.0,Possession (Sec 38),37,0
LA-UT-2026-0330,Kanpur Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Kanpur,Renewable Energy & Solar Parks,971.5,1338,69.8,66,3,True,True,24.3,21.7,High,5.6,Compensation Disbursement,110,1
LA-MA-2026-0331,Indore Multi-Village Barrage & Micro-Irrigation Canal,Madhya Pradesh,Indore,Irrigation & Water Reservoirs,1044.5,1772,15.6,51,4,True,True,8.0,9.0,High,4.1,Compensation Assessment,124,1
LA-GU-2026-0332,Surat Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Surat,Renewable Energy & Solar Parks,401.8,251,38.7,41,1,False,True,2.8,13.7,Medium,3.4,Objection / Legal Hearing (Sec 15),87,1
LA-TA-2026-0333,Chennai Dedicated Freight Rail Freight Corridor & Terminal,Tamil Nadu,Chennai,Railways & Dedicated Freight,1051.4,950,1.5,42,2,False,True,0.0,0.0,High,4.1,Land Survey & Demarcation,108,1
LA-AN-2026-0334,Visakhapatnam Dedicated Freight Rail Freight Corridor & Terminal,Andhra Pradesh,Visakhapatnam,Railways & Dedicated Freight,1115.9,2414,89.2,26,0,True,True,74.4,87.2,Medium,3.7,Possession (Sec 38),2,0
LA-JH-2026-0335,Hazaribagh Block-IV Mineral Extraction & Processing Node,Jharkhand,Hazaribagh,Mining & Coal Exploration,1134.9,2747,10.9,12,2,False,True,0.0,0.0,Medium,5.5,Notification (Sec 11),93,1
LA-OD-2026-0336,Balasore Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Balasore,Irrigation & Water Reservoirs,925.4,1529,10.5,10,0,False,True,0.0,0.0,Medium,5.8,Notification (Sec 11),61,1
LA-TA-2026-0337,Coimbatore Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Coimbatore,Mining & Coal Exploration,1190.0,1367,92.9,7,1,True,True,77.2,86.3,High,4.2,Final Acquisition Complete,0,0
LA-GU-2026-0338,Vadodara Bypass 6-Lane Expressway Expansion,Gujarat,Vadodara,Highways & Expressways,1180.0,1996,14.9,19,0,False,False,0.0,0.0,Medium,4.4,Preliminary Investigation,63,1
LA-TA-2026-0339,Chennai Ultra-Mega 500MW Solar Photovoltaic Park,Tamil Nadu,Chennai,Renewable Energy & Solar Parks,678.7,1596,71.1,28,0,True,True,74.2,56.9,High,4.9,Final Acquisition Complete,13,0
LA-AN-2026-0340,Guntur Multimodal Logistics Hub & Industrial Township,Andhra Pradesh,Guntur,Industrial Corridors & SEZ,875.2,1825,12.4,38,0,False,True,0.0,0.0,Medium,5.3,Notification (Sec 11),94,1
LA-GU-2026-0341,Ahmedabad Ring-Rail & Transit Oriented Development,Gujarat,Ahmedabad,Urban Metros & Smart Cities,514.4,1150,39.7,16,3,True,True,36.1,45.1,Medium,3.4,Rehabilitation & Resettlement (R&R),71,1
LA-TA-2026-0342,Coimbatore Multimodal Logistics Hub & Industrial Township,Tamil Nadu,Coimbatore,Industrial Corridors & SEZ,1166.0,2338,30.9,53,1,True,True,27.3,54.3,Low,3.5,Rehabilitation & Resettlement (R&R),91,1
LA-JH-2026-0343,Hazaribagh Ring-Rail & Transit Oriented Development,Jharkhand,Hazaribagh,Urban Metros & Smart Cities,920.4,1345,5.9,35,0,False,True,0.0,0.0,High,5.9,Land Survey & Demarcation,71,1
LA-OD-2026-0344,Sambalpur Ultra-Mega 500MW Solar Photovoltaic Park,Odisha,Sambalpur,Renewable Energy & Solar Parks,157.2,208,2.9,19,0,False,True,0.0,0.0,Medium,6.2,Notification (Sec 11),70,1
LA-MA-2026-0345,Indore Multimodal Logistics Hub & Industrial Township,Madhya Pradesh,Indore,Industrial Corridors & SEZ,208.3,407,73.1,11,2,True,True,19.7,46.1,Medium,4.0,Compensation Disbursement,23,0
LA-MA-2026-0346,Thane Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Thane,Renewable Energy & Solar Parks,264.5,409,26.9,53,0,False,True,10.9,2.8,High,6.6,Objection / Legal Hearing (Sec 15),84,1
LA-JH-2026-0347,East Singhbhum Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,East Singhbhum,Renewable Energy & Solar Parks,87.4,158,23.6,18,2,False,True,4.1,17.0,Low,6.8,Compensation Assessment,105,1
LA-GU-2026-0348,Surat Block-IV Mineral Extraction & Processing Node,Gujarat,Surat,Mining & Coal Exploration,1043.5,1631,85.0,1,0,True,True,78.3,96.3,Medium,3.7,Possession (Sec 38),0,0
LA-AN-2026-0349,Guntur Multimodal Logistics Hub & Industrial Township,Andhra Pradesh,Guntur,Industrial Corridors & SEZ,442.6,488,88.6,13,3,True,True,21.0,18.1,High,4.4,Compensation Disbursement,24,0
LA-OD-2026-0350,Sambalpur Multimodal Logistics Hub & Industrial Township,Odisha,Sambalpur,Industrial Corridors & SEZ,636.8,1181,69.6,87,2,False,True,26.7,43.6,Medium,6.0,Rehabilitation & Resettlement (R&R),135,1
LA-UT-2026-0351,Varanasi Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Varanasi,Railways & Dedicated Freight,388.1,741,2.0,20,0,True,True,0.0,0.0,Low,6.0,Land Survey & Demarcation,64,1
LA-MA-2026-0352,Nagpur Ring-Rail & Transit Oriented Development,Maharashtra,Nagpur,Urban Metros & Smart Cities,1059.2,1406,53.8,34,1,True,True,47.4,59.7,Low,4.4,Compensation Disbursement,68,1
LA-JH-2026-0353,Hazaribagh Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,Hazaribagh,Renewable Energy & Solar Parks,296.3,163,37.3,28,2,True,True,2.0,16.9,High,6.0,Objection / Legal Hearing (Sec 15),67,1
LA-UT-2026-0354,Varanasi Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Varanasi,Highways & Expressways,1141.5,1078,17.1,67,4,True,True,3.1,3.5,Medium,6.1,Compensation Assessment,123,1
LA-OD-2026-0355,Jharsuguda Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Jharsuguda,Irrigation & Water Reservoirs,488.1,1160,59.9,23,5,True,True,35.7,50.2,High,6.4,Compensation Disbursement,102,1
LA-JH-2026-0356,Dhanbad Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,Dhanbad,Renewable Energy & Solar Parks,631.4,1112,43.9,31,3,True,True,25.9,30.2,High,7.0,Rehabilitation & Resettlement (R&R),96,1
LA-JH-2026-0357,Hazaribagh Bypass 6-Lane Expressway Expansion,Jharkhand,Hazaribagh,Highways & Expressways,158.0,325,90.9,0,0,True,True,65.4,70.7,Medium,6.0,Final Acquisition Complete,0,0
LA-OD-2026-0358,Jharsuguda Multimodal Logistics Hub & Industrial Township,Odisha,Jharsuguda,Industrial Corridors & SEZ,869.1,649,6.7,33,0,False,True,0.0,0.0,High,6.3,Land Survey & Demarcation,75,1
LA-UT-2026-0359,Agra Block-IV Mineral Extraction & Processing Node,Uttar Pradesh,Agra,Mining & Coal Exploration,215.5,170,0.8,28,1,False,True,0.0,0.0,Medium,5.4,Land Survey & Demarcation,96,1
LA-MA-2026-0360,Nagpur Bypass 6-Lane Expressway Expansion,Maharashtra,Nagpur,Highways & Expressways,609.7,912,88.2,15,1,True,True,79.7,60.8,High,4.5,Possession (Sec 38),5,0
LA-MA-2026-0361,Aurangabad Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Aurangabad,Renewable Energy & Solar Parks,988.6,904,71.7,21,0,True,True,74.0,57.3,High,5.5,Final Acquisition Complete,0,0
LA-AN-2026-0362,Guntur Dedicated Freight Rail Freight Corridor & Terminal,Andhra Pradesh,Guntur,Railways & Dedicated Freight,814.7,1403,8.9,29,0,False,True,0.0,0.0,High,4.8,Land Survey & Demarcation,65,1
LA-JH-2026-0363,Ranchi Ring-Rail & Transit Oriented Development,Jharkhand,Ranchi,Urban Metros & Smart Cities,916.2,2003,7.1,21,1,True,True,0.0,0.0,High,7.8,Notification (Sec 11),66,1
LA-OD-2026-0364,Sambalpur Multimodal Logistics Hub & Industrial Township,Odisha,Sambalpur,Industrial Corridors & SEZ,1184.9,1738,98.0,27,1,True,True,99.5,64.4,Medium,6.6,Final Acquisition Complete,28,0
LA-TA-2026-0365,Coimbatore Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Coimbatore,Irrigation & Water Reservoirs,974.4,2209,78.7,20,0,True,True,67.7,55.9,Low,4.0,Possession (Sec 38),9,0
LA-OD-2026-0366,Balasore Ultra-Mega 500MW Solar Photovoltaic Park,Odisha,Balasore,Renewable Energy & Solar Parks,38.3,34,37.7,19,0,True,True,4.6,10.1,Medium,5.4,Objection / Legal Hearing (Sec 15),22,0
LA-JH-2026-0367,Dhanbad Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,Dhanbad,Irrigation & Water Reservoirs,961.8,1722,88.8,14,0,True,True,95.7,76.8,High,7.2,Possession (Sec 38),0,0
LA-JH-2026-0368,Hazaribagh Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,Hazaribagh,Renewable Energy & Solar Parks,269.7,504,13.3,9,0,False,False,0.0,0.0,Medium,5.7,Preliminary Investigation,53,1
LA-TA-2026-0369,Salem Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Salem,Irrigation & Water Reservoirs,724.4,1614,10.6,17,0,False,True,0.0,0.0,High,4.1,Land Survey & Demarcation,49,0
LA-OD-2026-0370,Sundargarh Block-IV Mineral Extraction & Processing Node,Odisha,Sundargarh,Mining & Coal Exploration,156.9,324,13.7,30,0,False,True,0.0,0.0,High,6.8,Land Survey & Demarcation,80,1
LA-TA-2026-0371,Salem Dedicated Freight Rail Freight Corridor & Terminal,Tamil Nadu,Salem,Railways & Dedicated Freight,991.0,2354,2.0,29,0,False,True,0.0,0.0,High,4.3,Notification (Sec 11),60,1
LA-MA-2026-0372,Pune Ring-Rail & Transit Oriented Development,Maharashtra,Pune,Urban Metros & Smart Cities,416.6,949,11.5,1,1,False,True,0.0,0.0,High,4.8,Notification (Sec 11),51,1
LA-OD-2026-0373,Sundargarh Ring-Rail & Transit Oriented Development,Odisha,Sundargarh,Urban Metros & Smart Cities,813.6,850,73.4,6,0,True,True,98.3,78.0,High,7.1,Possession (Sec 38),0,0
LA-TA-2026-0374,Madurai Dedicated Freight Rail Freight Corridor & Terminal,Tamil Nadu,Madurai,Railways & Dedicated Freight,108.7,187,6.7,30,0,True,True,0.0,0.0,Low,4.0,Land Survey & Demarcation,65,1
LA-JH-2026-0375,Ranchi Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,Ranchi,Renewable Energy & Solar Parks,749.2,842,91.4,18,0,True,True,86.8,76.7,Medium,7.5,Possession (Sec 38),15,0
LA-MA-2026-0376,Bhopal Multi-Village Barrage & Micro-Irrigation Canal,Madhya Pradesh,Bhopal,Irrigation & Water Reservoirs,297.2,281,88.5,29,1,True,True,96.5,69.6,Medium,5.5,Possession (Sec 38),20,0
LA-TA-2026-0377,Salem Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Salem,Irrigation & Water Reservoirs,1018.8,1084,87.2,25,1,True,True,80.3,70.3,Low,3.6,Possession (Sec 38),30,0
LA-MA-2026-0378,Thane Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Thane,Renewable Energy & Solar Parks,668.8,1637,21.9,48,4,True,True,12.2,11.8,High,6.8,Objection / Legal Hearing (Sec 15),114,1
LA-UT-2026-0379,Lucknow Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Lucknow,Highways & Expressways,407.3,283,79.2,26,1,True,True,76.2,79.9,High,5.5,Possession (Sec 38),13,0
LA-GU-2026-0380,Vadodara Ring-Rail & Transit Oriented Development,Gujarat,Vadodara,Urban Metros & Smart Cities,1067.5,2462,0.0,28,0,True,True,0.0,0.0,High,3.5,Land Survey & Demarcation,28,0
LA-MA-2026-0381,Indore Ring-Rail & Transit Oriented Development,Madhya Pradesh,Indore,Urban Metros & Smart Cities,1104.2,2620,42.0,56,4,False,True,14.9,11.7,Medium,4.1,Compensation Assessment,118,1
LA-JH-2026-0382,East Singhbhum Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,East Singhbhum,Renewable Energy & Solar Parks,153.9,163,53.1,58,3,False,True,33.6,46.3,High,6.0,Compensation Disbursement,120,1
LA-UT-2026-0383,Agra Block-IV Mineral Extraction & Processing Node,Uttar Pradesh,Agra,Mining & Coal Exploration,206.3,514,33.7,27,3,False,True,12.9,15.8,Low,6.0,Rehabilitation & Resettlement (R&R),114,1
LA-GU-2026-0384,Rajkot Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Rajkot,Renewable Energy & Solar Parks,558.9,753,5.8,27,0,True,True,0.0,0.0,High,4.5,Land Survey & Demarcation,34,0
LA-MA-2026-0385,Indore Ultra-Mega 500MW Solar Photovoltaic Park,Madhya Pradesh,Indore,Renewable Energy & Solar Parks,64.3,37,49.0,77,1,True,True,33.2,63.1,Medium,4.7,Compensation Disbursement,95,1
LA-MA-2026-0386,Aurangabad Multimodal Logistics Hub & Industrial Township,Maharashtra,Aurangabad,Industrial Corridors & SEZ,828.8,1308,9.2,30,0,False,True,0.0,0.0,High,5.5,Notification (Sec 11),68,1
LA-MA-2026-0387,Jabalpur Block-IV Mineral Extraction & Processing Node,Madhya Pradesh,Jabalpur,Mining & Coal Exploration,66.5,155,10.9,3,1,False,True,0.0,0.0,High,6.1,Land Survey & Demarcation,64,1
LA-JH-2026-0388,East Singhbhum Bypass 6-Lane Expressway Expansion,Jharkhand,East Singhbhum,Highways & Expressways,619.1,1363,2.0,16,1,False,True,0.0,0.0,Low,6.3,Land Survey & Demarcation,95,1
LA-UT-2026-0389,Kanpur Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Kanpur,Railways & Dedicated Freight,944.5,918,28.5,24,4,True,True,0.5,19.7,High,5.8,Compensation Assessment,95,1
LA-GU-2026-0390,Rajkot Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Rajkot,Railways & Dedicated Freight,88.8,91,28.4,39,5,False,True,28.6,38.8,High,4.2,Compensation Disbursement,113,1
LA-GU-2026-0391,Rajkot Block-IV Mineral Extraction & Processing Node,Gujarat,Rajkot,Mining & Coal Exploration,473.9,536,98.7,30,0,True,True,63.9,76.6,High,4.0,Possession (Sec 38),4,0
LA-AN-2026-0392,Guntur Ultra-Mega 500MW Solar Photovoltaic Park,Andhra Pradesh,Guntur,Renewable Energy & Solar Parks,566.8,1048,68.7,80,2,True,True,40.8,41.0,Low,4.7,Rehabilitation & Resettlement (R&R),119,1
LA-MA-2026-0393,Pune Block-IV Mineral Extraction & Processing Node,Maharashtra,Pune,Mining & Coal Exploration,877.2,880,31.7,20,4,True,True,0.9,11.9,Low,4.7,Objection / Legal Hearing (Sec 15),109,1
LA-UT-2026-0394,Agra Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Agra,Railways & Dedicated Freight,842.4,848,14.0,17,2,False,True,0.0,0.0,High,5.8,Notification (Sec 11),89,1
LA-TA-2026-0395,Madurai Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Madurai,Irrigation & Water Reservoirs,415.9,257,42.2,60,5,True,True,27.6,39.6,Medium,4.5,Rehabilitation & Resettlement (R&R),123,1
LA-MA-2026-0396,Nagpur Bypass 6-Lane Expressway Expansion,Maharashtra,Nagpur,Highways & Expressways,865.6,611,87.1,4,0,True,True,70.0,72.3,Low,4.3,Possession (Sec 38),0,0
LA-GU-2026-0397,Vadodara Bypass 6-Lane Expressway Expansion,Gujarat,Vadodara,Highways & Expressways,856.4,1748,82.1,17,0,True,True,89.1,90.6,Medium,3.8,Final Acquisition Complete,9,0
LA-MA-2026-0398,Bhopal Multimodal Logistics Hub & Industrial Township,Madhya Pradesh,Bhopal,Industrial Corridors & SEZ,495.7,874,13.2,42,3,True,True,8.0,19.2,Medium,5.2,Compensation Assessment,115,1
LA-JH-2026-0399,Bokaro Bypass 6-Lane Expressway Expansion,Jharkhand,Bokaro,Highways & Expressways,596.6,1354,37.3,59,3,True,True,11.4,16.3,Low,6.0,Compensation Disbursement,118,1
LA-AN-2026-0400,Kurnool Bypass 6-Lane Expressway Expansion,Andhra Pradesh,Kurnool,Highways & Expressways,423.7,498,6.1,43,2,True,False,0.0,0.0,High,5.1,Preliminary Investigation,99,1
LA-OD-2026-0401,Bhubaneswar Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Bhubaneswar,Irrigation & Water Reservoirs,310.2,557,9.5,29,0,False,False,0.0,0.0,High,5.0,Preliminary Investigation,68,1
LA-MA-2026-0402,Pune Bypass 6-Lane Expressway Expansion,Maharashtra,Pune,Highways & Expressways,525.8,1116,33.7,22,4,False,True,4.9,19.5,Medium,4.6,Objection / Legal Hearing (Sec 15),100,1
LA-OD-2026-0403,Bhubaneswar Dedicated Freight Rail Freight Corridor & Terminal,Odisha,Bhubaneswar,Railways & Dedicated Freight,222.5,275,40.8,12,1,False,True,33.3,21.7,High,4.4,Rehabilitation & Resettlement (R&R),52,0
